juiz1.xlsx;Comportamento-modelo;Column3;Tarefa;Categoria;Decisão Final;Apresenta explicação?;Apresenta analogia? ;Forneceu resposta pronta?;Claros, consistentes e fáceis?;Focados?;Corretos?;Adaptados ao nível?;Útil?;Conectam com conhecimento prévio?;Comentários gerais;Média Final
juiz5.xlsx;Explicações e Analogias-chatGPT;10;Task 2.5;condição;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;Analogias diversas em fáceis, sempre acompanhadas de boas explicações;5
juiz5.xlsx;Explicações e Analogias-chatGPT;11;Task 3.1;loops;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;Apresentou bem o conceito de loops;5
juiz5.xlsx;Explicações e Analogias-chatGPT;12;Task 3.2;loops;Parcialmente Satisfatório;Sim;Não;Não;4;5;4;5;5;4;Teve uma leve falha em reconhecer uma lógica mais comum. ;4,5
juiz5.xlsx;Explicações e Analogias-chatGPT;13;Task 3.3;loops;Satisfatório;Sim;Sim;Não;4;4;5;5;5;4;Analogia bem fraca, ficou um tempo explicando e desencolvendo algo que fugia do exercício. ;4,5
juiz5.xlsx;Explicações e Analogias-chatGPT;14;Task 3.4;loops;Satisfatório;Sim;Sim;Parcialmente;5;5;5;4;5;5;Não deixou o aluno pensar sobre a lógica sozinho, em contrapartida explicou de forma bem clara e concisa a lógica do problema. ;4,833333333
juiz5.xlsx;Explicações e Analogias-chatGPT;15;Task 3.5;loops;Parcialmente Satisfatório;Sim;Sim;Parcialmente;3;4;3;4;4;3;Teve furos de lógica e código com variáveis confusas;3,5
juiz5.xlsx;Explicações e Analogias-chatGPT;16;Task 4.1;array;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;Apresentou muito bem o conceito de arrays. ;5
juiz5.xlsx;Explicações e Analogias-chatGPT;17;Task 4.2;array;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;Revisou bem a teoria do exercício juntando com a prática.;5
juiz5.xlsx;Explicações e Analogias-chatGPT;18;Task 4.3;array;Satisfatório;Sim;Sim;Não;4;5;5;4;5;5;Apresentou bem o conceito de nested loops e array 2D;4,666666667
juiz5.xlsx;Explicações e Analogias-chatGPT;19;Task 4.4;array;Parcialmente Satisfatório;Sim;Não;Parcialmente;4;5;5;4;4;3;Explica certas coisas antes mesmo do aluno pedir, e quando o aluno pediu para explicar algo ele enrola. ;4,166666667
juiz5.xlsx;Explicações e Analogias-chatGPT;20;Task 4.5;array;Parcialmente Satisfatório;Sim;Sim;Não;4;5;4;3;4;3;Explica o exercício inteiro de uma vez, sem espaço para pensamento próprio. ;3,833333333
juiz5.xlsx;Explicações e Analogias-chatGPT;21;Task 5.1;function;Parcialmente Satisfatório;Sim;Sim;Não;3;5;4;2;4;3;Não fez um bom trabalho ao introduzir funções;3,5
juiz5.xlsx;Explicações e Analogias-chatGPT;22;Task 5.2;function;Satisfatório;Sim;Sim;Não;4;4;5;4;5;4;Ficou meio preso em uma parte do exercíco, mas fez questão que o usuário a entendeu por completo. ;4,333333333
juiz5.xlsx;Explicações e Analogias-chatGPT;23;Task 5.3;function;Satisfatório;Sim;Sim;Não;4;5;5;4;5;4;Guiou o aluno por toda a lógica do exercício, mas esta usando analogia somente para algumas partes, poderia usar mais. ;4,5
juiz5.xlsx;Explicações e Analogias-chatGPT;24;Task 5.4;function;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;Explicou muito bem a lógica e usou ótimas analogias para tal.;5
juiz5.xlsx;Explicações e Analogias-chatGPT;25;Task 5.5;function;Parcialmente Satisfatório;Sim;Não;Não;4;5;5;4;4;3;Foi bem conciso, tentando guiar por perguntas, praticamente modelo socrático;4,166666667
juiz5.xlsx;Explicações e Analogias-deepSee;1;Task 1.1;operadores;Parcialmente Satisfatório;Sim;Sim;Parcialmente;4;3;5;3;4;3;Difícil avaliar, pois o exercício se trata de um nível bem inicial, então assumirei que o usuário não tem conhecimento prévio. Problema: todos os exemplos eram a resposta para a dificuldade que apresentei, não esperando eu fornecer a resposta correta para seguir em frente.  ;3,666666667
juiz5.xlsx;Explicações e Analogias-deepSee;2;Task 1.2;operadores;Satisfatório;Sim;Sim;Parcialmente;4;4;5;4;5;4;Somente fornece a resposta após toda  linha de raciocínio ser concluída. ;4,333333333
juiz5.xlsx;Explicações e Analogias-deepSee;3;Task 1.3;operadores;Parcialmente Satisfatório;Sim;Sim;Sim;3;4;5;3;4;4;"Um padrão péssimo que pode ser percebido é que todo o método  de ensino onde por etapas ele vai introduzindo a matéria é jogado fora no momento que o usuário digita ""eu não sei""";3,833333333
juiz5.xlsx;Explicações e Analogias-deepSee;4;Task 1.4;operadores;Parcialmente Satisfatório;Sim;Não;Sim;4;4;5;4;4;4;As Explicações são muito boas, mas a ausência de uma analogia é preocupante.;4,166666667
juiz5.xlsx;Explicações e Analogias-deepSee;5;Task 1.5;operadores;Satisfatório;Sim;Sim;Não;4;4;3;4;5;4;Apresentam uma explicação confusa e errônea, mas após ser questionado forneceu uma explicação aceitável, foi o primeiro até agora a não fornecer a resposta pronta.;4
juiz5.xlsx;Explicações e Analogias-deepSee;6;Task 2.1;condição;Satisfatório;Sim;Sim;Parcialmente;4;4;5;4;5;5;Boas analogias, comparações interessantes e educativas.;4,5
juiz5.xlsx;Explicações e Analogias-deepSee;7;Task 2.2;condição;Satisfatório;Sim;Sim;Não;4;4;5;5;5;5;Algo a perceber, é que o LLM responde melhor quando eu tento dar respostas apropriadas em vez de propositalmente fingir que não entendo, realmente resultando em um diálogo condizente. ;4,666666667
juiz5.xlsx;Explicações e Analogias-deepSee;8;Task 2.3;condição;Parcialmente Satisfatório;Sim;Sim;Parcialmente;4;3;5;4;4;3;Extremamente apressado, um erro e imediatamente ja manda o codigo completo com todas as correções, possível que isso só aconteça para códigos pequenos, mas ainda não é o que se esperaria.;3,833333333
juiz5.xlsx;Explicações e Analogias-deepSee;9;Task 2.4;condição;Satisfatório;Sim;Sim;Parcialmente;5;5;5;5;4;5;Proveu várias analogias, algumas melhores que outras, mas a explicação foi ótima no geral.;4,833333333
juiz5.xlsx;Explicações e Analogias-deepSee;10;Task 2.5;condição;Satisfatório;Sim;Sim;Parcialmente;4;4;5;3;4;4;Proveu explicações úteis e uma boa analogia, porém começou a abordar tópicos bem mais avançados para o exercício.;4
juiz5.xlsx;Explicações e Analogias-deepSee;11;Task 3.1;loops;Satisfatório;Sim;Sim;Parcialmente;5;5;5;5;5;5;Ótimo, tendo como único problema que alguns exemplos eram praticamente a resposta, mas é difícil dar um exemplo de estrutura que seja bem diferente do que se deve ser usado, ainda com essas restirções, apresenta ótimas analogias. ;5
juiz5.xlsx;Explicações e Analogias-deepSee;12;Task 3.2;loops;Parcialmente Satisfatório;Sim;Não;Não;3;4;5;3;4;4;Respondeu usando somente explicações e exemplos, zero analogias.;3,833333333
juiz5.xlsx;Explicações e Analogias-deepSee;13;Task 3.3;loops;Parcialmente Satisfatório;Sim;Sim;Sim;4;2;5;3;3;5;inicalmente o LLM me trata como se eu fosse um professor que precisa de ajuda para explicar para os alunos, depois ele fornece a resposta imediatamente após o primeiro prompt, me obrigando a fazer com que ele explique a resposta, o que ele faz muito bem, mas não era como era para ser.;3,666666667
juiz5.xlsx;Explicações e Analogias-deepSee;14;Task 3.4;loops;Satisfatório;Sim;Sim;Parcialmente;4;4;5;5;5;5;Ótimas analogias, explicando até conceitos bem interessantes para o problemas. ;4,666666667
juiz5.xlsx;Explicações e Analogias-deepSee;15;Task 3.5;loops;Satisfatório;Sim;Sim;Sim;4;4;5;4;4;4;Explicou bem e a analogia é agradável, único problema foi ter dado o código resposta logo de cara (todos as partes para a resposta estavam lá, mas separadas);4,166666667
juiz5.xlsx;Explicações e Analogias-deepSee;16;Task 4.1;array;Satisfatório;Sim;Sim;Parcialmente;4;5;5;5;4;5;Boas explicações com analogia apropriada.;4,666666667
juiz5.xlsx;Explicações e Analogias-deepSee;17;Task 4.2;array;Satisfatório;Sim;Sim;Parcialmente;4;5;5;5;5;4;não fez  a conexão entre x[1] não é primeira posição do array na hora de corrigir erro, perdendo oportunidade de clarificar confudão de forma mais humana;4,666666667
juiz5.xlsx;Explicações e Analogias-deepSee;18;Task 4.3;array;Satisfatório;Sim;Sim;Sim;5;5;5;5;5;5;Ótimas analogias, principalmente de nested loops, usando a analogia do relógio. ;5
juiz5.xlsx;Explicações e Analogias-deepSee;19;Task 4.4;array;Satisfatório;Sim;Sim;Parcialmente;4;4;4;4;4;4;fornece a reposta aos poucos conforme se vai tirando dúvidas;4
juiz5.xlsx;Explicações e Analogias-deepSee;20;Task 4.5;array;Satisfatório;Sim;Sim;Sim;4;4;5;4;4;4;boas explicações, mas tem um limite do quanto se pode explicar algo até ficar extremamente repetitivo.;4,166666667
juiz5.xlsx;Explicações e Analogias-deepSee;21;Task 5.1;function;Satisfatório;Sim;Sim;Parcialmente;5;5;5;5;5;5;Digo que a resposta foi parcialmente fornecida mas foi somente a estrutura deuma função genérica, ficando a cargo do usuário preenche-lá conforme a explicação;5
juiz5.xlsx;Explicações e Analogias-deepSee;22;Task 5.2;function;Satisfatório;Sim;Sim;Parcialmente;5;4;5;5;5;4;Explicou bem todos os conceitos e formas de resolver, apresentando analogias condizentes conforme duvidas se formam ;4,666666667
juiz5.xlsx;Explicações e Analogias-deepSee;23;Task 5.3;function;Parcialmente Satisfatório;Sim;Sim;Sim;3;4;4;4;4;4;Apresentou uma péssima analogia inicialmente, mas após questionado novamente apresentou uma analogia e explicação apropriada.;3,833333333
juiz5.xlsx;Explicações e Analogias-deepSee;24;Task 5.4;function;Parcialmente Satisfatório;Sim;Não;Sim;3;4;5;3;4;3;Esse exercício é extremamente técnico em termos de conceito, não consigo imaginar uma analogia que poderia ajudar.;3,666666667
juiz5.xlsx;Explicações e Analogias-deepSee;25;Task 5.5;function;Satisfatório;Sim;Sim;Sim;5;4;5;4;4;4;Exercício vazio, não aborda nada de novo comparado aos anteriores,muito pelo contrário, aborda exatas 2 linhas de código com complexidade negligenciável, obter perguntas de valor com esse exercício é o equivalente a procurar cabelo em ovo. ;4,333333333
juiz5.xlsx;Explicações e Analogias-gemini;1;Task 1.1;operadores;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;Assumindo que nao ha conhecimento previo, fez um otimo trabalho fazendo essa iniciacao. ;5
juiz5.xlsx;Explicações e Analogias-gemini;2;Task 1.2;operadores;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;Analogia simples, caixas como variaveis e usando o calculo de notas para demontrar media. ;5
juiz5.xlsx;Explicações e Analogias-gemini;3;Task 1.3;operadores;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;COmecou com uma analogia duvidosa, mas compensou com otimas analogias tanto para a logica do problema como para o funcionamento da linguagem. ;5
juiz5.xlsx;Explicações e Analogias-gemini;4;Task 1.4;operadores;Satisfatório;Sim;Sim;Não;5;4;5;5;5;4;Poderia adiantar um pouco a explicaçao fica muito preso nos passos iniciais. ;4,666666667
juiz5.xlsx;Explicações e Analogias-gemini;5;Task 1.5;operadores;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;Forneceu boas analogias e explicacoes nos casos em que a analogia nao parecia ser o suficiente. ;5
juiz5.xlsx;Explicações e Analogias-gemini;6;Task 2.1;condição;Satisfatório;Sim;Sim;Não;5;5;5;4;5;4;Poderia tem explicado mais sobre condiçao desde o inicio, mas esperou o usuario clarificar que nao tinha conhecimento para explicar o basico. ;4,666666667
juiz5.xlsx;Explicações e Analogias-gemini;7;Task 2.2;condição;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;Nao houve muitos momentos em que a analogia melhorava o entendimento do problema, entao usou exemplos nesses momentos, mas as analogias usadas (quando apropriado)  foram otimas.;5
juiz5.xlsx;Explicações e Analogias-gemini;8;Task 2.3;condição;Parcialmente Satisfatório;Sim;Sim;Não;3;5;4;3;4;4;Demora para perceber dificuldade em certos conceitos, so explicando apropriadamente apos o aluno falhar repetidas vezes. Poucas analogias, mas e esperado pela natureza do exercicio.;3,833333333
juiz5.xlsx;Explicações e Analogias-gemini;9;Task 2.4;condição;Satisfatório;Sim;Sim;Não;5;5;5;5;5;4;"Nao forcene a resposta de jeito nenhum enquanto o usuario nao dizer ""eu nao sei"" permitindo que ele faca varias tentativas erroneas, as quais sao correspondidas com qeustionamentos quanto a logica da resposta.";4,833333333
juiz5.xlsx;Explicações e Analogias-gemini;10;Task 2.5;condição;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;Usou boas analogias para explicar a logica do problema e nao ficou explicando coisas extremamente basicas. ;5
juiz5.xlsx;Explicações e Analogias-gemini;11;Task 3.1;loops;Satisfatório;Sim;Sim;Não;4;5;5;4;5;5;Explicou muito bem o conceito de loops, mas usou somente uma analogia a qual aparentou estar um pouco largada, mas a explicaçao foi otima.;4,666666667
juiz5.xlsx;Explicações e Analogias-gemini;12;Task 3.2;loops;Parcialmente Satisfatório;Sim;Não;Não;3;5;3;3;2;5;Nao usou nenhuma analogia, explica bem a logica do exercicio mas guia o usuario por um caminho mais complexo e dificil.;3,5
juiz5.xlsx;Explicações e Analogias-gemini;13;Task 3.3;loops;Satisfatório;Sim;Sim;Não;4;5;5;4;5;4;Poderia nao tentar explicar os basicos como scanf e printf toda vez ;4,5
juiz5.xlsx;Explicações e Analogias-gemini;14;Task 3.4;loops;Satisfatório;Sim;Sim;Não;5;5;4;4;5;4;Analogia otima para explicar diferença entre tipos de loop, porem falha em apresentar uma logica mais eficiente para o problema.;4,5
juiz5.xlsx;Explicações e Analogias-gemini;15;Task 3.5;loops;Satisfatório;Sim;Sim;Não;5;5;5;5;5;4;Muitas analogias, todas extremamente condizentes com o problema. Apresentou um pouco de confusao com uma das respostas, mas nada demais. ;4,833333333
juiz5.xlsx;Explicações e Analogias-gemini;16;Task 4.1;array;Parcialmente Satisfatório;Sim;Sim;Não;5;3;4;4;5;4;Se nao fosse induzido a tal, teria resolvido o problema usando variaveis em vez de arrays.;4,166666667
juiz5.xlsx;Explicações e Analogias-gemini;17;Task 4.2;array;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;Boas analogias para explicar arrays.;5
juiz5.xlsx;Explicações e Analogias-gemini;18;Task 4.3;array;Satisfatório;Sim;Sim;Não;3;4;5;4;4;4;Tem momentos que um simples exemplo seria bem melhor que varias explicacoes, ainda mais no contexto de matriz. Genuinamente se recusa a mostrar qualquer tipo de codigo ao aluno.;4
juiz5.xlsx;Explicações e Analogias-gemini;19;Task 4.4;array;Parcialmente Satisfatório;Sim;Sim;Não;3;5;5;2;3;2;Um problema desse LLM e que ele nao assume praticamente nada sobre o aluno, fazendo diversas perguntas sobre o basico antes de realmente chegar no problema em si, tonando todo o processo muito demorado.;3,333333333
juiz5.xlsx;Explicações e Analogias-gemini;20;Task 4.5;array;Parcialmente Satisfatório;Sim;Não;Não;4;5;5;4;4;4;Apos ser forcado a pular diretamente para a logica do problema em si, sem ter que explicar o funcionamento de arrays, o LLM nao usa analogias, somente exemplos e explicaçoes.;4,333333333
juiz5.xlsx;Explicações e Analogias-gemini;21;Task 5.1;function;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;Caso ideal, analogia quando apropriado, explicacao complementa analogia, exemplo quando explicacao nao e suficiente. ;5
juiz5.xlsx;Explicações e Analogias-gemini;22;Task 5.2;function;Satisfatório;Sim;Sim;Não;4;5;4;4;5;4;Usou inicialmente uma analogia meio confusa, mas soube desenvolve-la de forma educativa e compreensivel.;4,333333333
juiz5.xlsx;Explicações e Analogias-gemini;23;Task 5.3;function;Parcialmente Satisfatório;Sim;Sim;Não;4;1;5;3;3;2;Usou todos os prompts iniciais para discutir beneficios de usar funçoes, muito mais tarde que comecou a abordar o problema, so para ser distraido novamente com questoes basicas de array.;3
juiz5.xlsx;Explicações e Analogias-gemini;24;Task 5.4;function;Satisfatório;Sim;Sim;Não;5;5;5;5;5;5;Sem enrolaçao, explicou as partes mais dificeis e usou analogia para tal. ;5
juiz5.xlsx;Explicações e Analogias-gemini;25;Task 5.5;function;;Sim;Sim;Não;5;5;5;5;5;5;Situaçao ideal, exemplos para estuturas, explicaçoes e analogias para compreendimento da logica.;5
juiz6.xlsx;Explicações e Analogias-chatGPT;1;Task 1.1;operadores;Satisfatório;Sim;Sim;Não;5;5;5;5;5;0;Apresentou analogia após algumas interações. Ficou focado no I/O.;4,166666667
juiz6.xlsx;Explicações e Analogias-chatGPT;2;Task 1.2;operadores;Parcialmente Satisfatório;Sim;Não;Parcialmente;5;5;5;5;5;0;Apresentou analogia após algumas interações.;4,166666667
juiz6.xlsx;Explicações e Analogias-chatGPT;3;Task 1.3;operadores;Parcialmente Satisfatório;Sim;Não;Não;3;3;5;5;5;0;Não apresentou analogia e não apresentou nenhum código, ficou focado na lógica.;3,5
juiz6.xlsx;Explicações e Analogias-chatGPT;4;Task 1.4;operadores;Satisfatório;Sim;Sim;Não;5;5;5;5;5;0;Apresentou analogia após algumas interações.;4,166666667
juiz6.xlsx;Explicações e Analogias-chatGPT;5;Task 1.5;operadores;Parcialmente Satisfatório;Sim;Não;Não;5;5;5;5;5;0;Não apresentou analogia e ficou focado na lógica.;4,166666667
juiz6.xlsx;Explicações e Analogias-chatGPT;6;Task 2.1;condição;Satisfatório;Sim;Sim;Não;5;5;5;5;5;0;Analogia simples.;4,166666667
juiz6.xlsx;Explicações e Analogias-chatGPT;7;Task 2.2;condição;Satisfatório;Sim;Sim;Não;5;5;5;5;5;0;Analogia simples, ficou focado no conceito de par ou ímpar.;4,166666667
juiz6.xlsx;Explicações e Analogias-chatGPT;8;Task 2.3;condição;Parcialmente Satisfatório;Sim;Não;Não;5;5;5;5;5;0;Sem analogia, ficou focado no ponto de ser positivo ou não.;4,166666667
juiz6.xlsx;Explicações e Analogias-chatGPT;9;Task 2.4;condição;Parcialmente Satisfatório;Sim;Não;Não;5;5;5;5;5;0;Sem analogia, ficou focado no ponto de ser divisível.;4,166666667
juiz6.xlsx;Explicações e Analogias-chatGPT;10;Task 2.5;condição;Satisfatório;Sim;Sim;Não;5;5;5;5;5;0;Boa analogia.;4,166666667
juiz6.xlsx;Explicações e Analogias-chatGPT;11;Task 3.1;loops;Satisfatório;Sim;Sim;Não;5;5;5;5;5;0;Boa analogia, focou no ponto do loop.;4,166666667
juiz6.xlsx;Explicações e Analogias-chatGPT;12;Task 3.2;loops;Parcialmente Satisfatório;Sim;Não;Não;5;5;5;5;5;0;Sem analogia.;4,166666667
juiz6.xlsx;Explicações e Analogias-chatGPT;13;Task 3.3;loops;Satisfatório;Sim;Sim;Não;5;5;5;5;5;0;Analogia simples e sem código.;4,166666667
juiz6.xlsx;Explicações e Analogias-chatGPT;14;Task 3.4;loops;Satisfatório;Sim;Não;Não;5;5;5;5;5;0;Sem analogia, ficou focado na definição de primo.;4,166666667
juiz6.xlsx;Explicações e Analogias-chatGPT;15;Task 3.5;loops;Satisfatório;Sim;Não;Não;5;5;5;5;5;0;Sem analogia.;4,166666667
juiz6.xlsx;Explicações e Analogias-chatGPT;16;Task 4.1;array;Satisfatório;Sim;Sim;Não;5;5;5;5;5;0;Boa analogia.;4,166666667
juiz6.xlsx;Explicações e Analogias-chatGPT;17;Task 4.2;array;Satisfatório;Sim;Sim;Não;5;5;5;5;5;0;Boa analogia.;4,166666667
juiz6.xlsx;Explicações e Analogias-chatGPT;18;Task 4.3;array;Satisfatório;Sim;Não;Não;5;5;5;5;5;0;Sem analogia.;4,166666667
juiz6.xlsx;Explicações e Analogias-chatGPT;19;Task 4.4;array;Satisfatório;Sim;Não;Não;5;5;5;5;5;0;Sem analogia, mas boas explicações.;4,166666667
juiz6.xlsx;Explicações e Analogias-chatGPT;20;Task 4.5;array;Satisfatório;Sim;Não;Não;5;5;5;5;5;0;Sem analogia, mas boas explicações.;4,166666667
juiz6.xlsx;Explicações e Analogias-chatGPT;21;Task 5.1;function;Satisfatório;Sim;Sim;Não;5;5;5;5;5;0;Analogia simples e pouco código.;4,166666667
juiz6.xlsx;Explicações e Analogias-chatGPT;22;Task 5.2;function;Satisfatório;Sim;Sim;Não;5;5;5;5;5;0;Analogia simples e pouco código.;4,166666667
juiz6.xlsx;Explicações e Analogias-chatGPT;23;Task 5.3;function;Satisfatório;Sim;Sim;Não;5;5;5;5;5;0;Analogia simples e pouco código.;4,166666667
juiz6.xlsx;Explicações e Analogias-chatGPT;24;Task 5.4;function;Satisfatório;Sim;Não;Não;5;5;5;5;5;0;Sem analogia.;4,166666667
juiz6.xlsx;Explicações e Analogias-chatGPT;25;Task 5.5;function;Satisfatório;Sim;Sim;Não;5;5;5;5;5;0;Analogia simples.;4,166666667
juiz6.xlsx;Explicações e Analogias-deepSee;1;Task 1.1;operadores;Parcialmente Satisfatório;Sim;Sim;Sim;5;5;5;5;5;5;Apresentou analogias após algumas interações.;5
juiz6.xlsx;Explicações e Analogias-deepSee;2;Task 1.2;operadores;Parcialmente Satisfatório;Sim;Sim;Sim;5;4;5;4;5;5;Apresentou analogias após algumas interações.;4,666666667
juiz6.xlsx;Explicações e Analogias-deepSee;3;Task 1.3;operadores;Parcialmente Satisfatório;Sim;Não;Sim;5;5;5;5;5;5;Sem analogias.;5
juiz6.xlsx;Explicações e Analogias-deepSee;4;Task 1.4;operadores;Parcialmente Satisfatório;Sim;Não;Sim;5;5;5;5;5;5;"Sem analogias. Em alguns trechos até cita ""Analogia"", mas que não são.";5
juiz6.xlsx;Explicações e Analogias-deepSee;5;Task 1.5;operadores;Parcialmente Satisfatório;Sim;Não;Sim;5;5;5;5;5;5;Sem analogias.;5
juiz6.xlsx;Explicações e Analogias-deepSee;6;Task 2.1;condição;Parcialmente Satisfatório;Sim;Sim;Sim;5;5;5;5;5;5;Criou um roteiro. Usou analogias. Deu resposta depois de interações.;5
juiz6.xlsx;Explicações e Analogias-deepSee;7;Task 2.2;condição;Parcialmente Satisfatório;Sim;Sim;Sim;4;5;5;5;5;5;Criou um roteiro inicial, mas depois seguiu sem roteiro. Usou analogias no roteiro inicial. Deu resposta depois de interações.;4,833333333
juiz6.xlsx;Explicações e Analogias-deepSee;8;Task 2.3;condição;Parcialmente Satisfatório;Sim;Sim;Sim;4;4;5;5;5;5;Apresentou analogias após algumas interações.;4,666666667
juiz6.xlsx;Explicações e Analogias-deepSee;9;Task 2.4;condição;Parcialmente Satisfatório;Sim;Sim;Sim;5;5;5;5;5;5;Apresentou analogias após algumas interações.;5
juiz6.xlsx;Explicações e Analogias-deepSee;10;Task 2.5;condição;Parcialmente Satisfatório;Sim;Sim;Sim;5;5;5;5;5;5;Apresentou analogias após algumas interações.;5
juiz6.xlsx;Explicações e Analogias-deepSee;11;Task 3.1;loops;Parcialmente Satisfatório;Sim;Sim;Sim;5;5;5;5;5;5;Apresentou analogias após algumas interações.;5
juiz6.xlsx;Explicações e Analogias-deepSee;12;Task 3.2;loops;Parcialmente Satisfatório;Sim;Sim;Sim;5;5;5;5;5;5;Apresentou analogias após algumas interações.;5
juiz6.xlsx;Explicações e Analogias-deepSee;13;Task 3.3;loops;Parcialmente Satisfatório;Sim;Sim;Sim;5;5;5;5;5;5;Apresentou analogias após algumas interações.;5
juiz6.xlsx;Explicações e Analogias-deepSee;14;Task 3.4;loops;Parcialmente Satisfatório;Sim;Sim;Sim;5;5;5;5;5;5;Apresentou analogias após algumas interações.;5
juiz6.xlsx;Explicações e Analogias-deepSee;15;Task 3.5;loops;Parcialmente Satisfatório;Sim;Sim;Sim;5;5;5;5;5;5;Apresentou analogias após algumas interações.;5
juiz6.xlsx;Explicações e Analogias-deepSee;16;Task 4.1;array;Parcialmente Satisfatório;Sim;Sim;Sim;5;5;5;5;5;5;Apresentou analogias logo na primeira interação.;5
juiz6.xlsx;Explicações e Analogias-deepSee;17;Task 4.2;array;Parcialmente Satisfatório;Sim;Sim;Sim;5;5;5;5;5;5;Apresentou analogias após algumas interações.;5
juiz6.xlsx;Explicações e Analogias-deepSee;18;Task 4.3;array;Parcialmente Satisfatório;Sim;Não;Sim;5;5;5;5;5;5;Não apresentou analogias.;5
juiz6.xlsx;Explicações e Analogias-deepSee;19;Task 4.4;array;Parcialmente Satisfatório;Sim;Sim;Sim;5;5;4;5;5;5;Um dos exemplos utilizava uma representação gráfica de uma matriz, feita com chars, e a indicação da diagonal estava incorreta. De resto, utilizou analogias após interações, algumas bem interessantes (apresentou uma matriz com emojis, colocando o mesmo emoji na diagonal e explicando que onde estavam aquelas figuras era a digonal principal (pedida no exercício);4,833333333
juiz6.xlsx;Explicações e Analogias-deepSee;20;Task 4.5;array;Parcialmente Satisfatório;Sim;Sim;Sim;5;5;5;5;5;5;Apresentou analogias após algumas interações.;5
juiz6.xlsx;Explicações e Analogias-deepSee;21;Task 5.1;function;Parcialmente Satisfatório;Sim;Sim;Sim;5;5;5;5;5;5;Não apresentou um código completo para testes, mas sim o código completo da função pedida.;5
juiz6.xlsx;Explicações e Analogias-deepSee;22;Task 5.2;function;Parcialmente Satisfatório;Sim;Não;Sim;5;5;5;5;5;5;Não apresentou analogias.;5
juiz6.xlsx;Explicações e Analogias-deepSee;23;Task 5.3;function;Parcialmente Satisfatório;Sim;Sim;Sim;5;5;5;5;5;5;Apresentou diálogo simulado primeiro, depois diálogo com o usuário. Usou analogias.;5
juiz6.xlsx;Explicações e Analogias-deepSee;24;Task 5.4;function;Parcialmente Satisfatório;Sim;Sim;Sim;5;5;5;5;5;5;Apresentou analogias após algumas interações.;5
juiz6.xlsx;Explicações e Analogias-deepSee;25;Task 5.5;function;Parcialmente Satisfatório;Sim;Sim;Sim;5;5;5;5;5;5;Apresentou analogias após algumas interações.;5
juiz6.xlsx;Explicações e Analogias-gemini;1;Task 1.1;operadores;Parcialmente Satisfatório;Sim;Sim;Não;5;5;5;5;3;0;Apresentou analogias iniciais, depois não fez mais isso. Bem detalhista em relação ao input/output de dados, ficando muito nesse ponto.;3,833333333
juiz6.xlsx;Explicações e Analogias-gemini;2;Task 1.2;operadores;Parcialmente Satisfatório;Sim;Sim;Não;5;5;5;5;3;0;Apresentou analogias iniciais, depois não fez mais isso. Bem detalhista em relação ao input/output de dados, ficando muito nesse ponto.;3,833333333
juiz6.xlsx;Explicações e Analogias-gemini;3;Task 1.3;operadores;Parcialmente Satisfatório;Sim;Sim;Não;5;5;5;5;3;0;Apresentou analogias iniciais, depois não fez mais isso. Bem detalhista em relação ao input/output de dados, ficando muito nesse ponto.;3,833333333
juiz6.xlsx;Explicações e Analogias-gemini;4;Task 1.4;operadores;Parcialmente Satisfatório;Sim;Não;Não;0;0;0;0;0;0;Não apresentou nenhuma analogia.;0
juiz6.xlsx;Explicações e Analogias-gemini;5;Task 1.5;operadores;Parcialmente Satisfatório;Sim;Não;Não;0;0;0;0;0;0;Não apresentou nenhuma analogia.;0
juiz6.xlsx;Explicações e Analogias-gemini;6;Task 2.1;condição;Parcialmente Satisfatório;Sim;Sim;Não;5;5;5;5;3;0;Apresentou analogias iniciais, depois não fez mais isso. Bem detalhista em relação ao input/output de dados, ficando muito nesse ponto.;3,833333333
juiz6.xlsx;Explicações e Analogias-gemini;7;Task 2.2;condição;Parcialmente Satisfatório;Sim;Sim;Não;5;5;5;5;3;0;Apresentou analogias iniciais, depois não fez mais isso. Bem detalhista em relação ao input/output de dados, ficando muito nesse ponto.;3,833333333
juiz6.xlsx;Explicações e Analogias-gemini;8;Task 2.3;condição;Parcialmente Satisfatório;Sim;Não;Não;0;0;0;0;0;0;Não apresentou nenhuma analogia.;0
juiz6.xlsx;Explicações e Analogias-gemini;9;Task 2.4;condição;Parcialmente Satisfatório;Sim;Não;Não;0;0;0;0;0;0;Não apresentou nenhuma analogia.;0
