juiz1.xlsx;Comportamento-modelo;num;Tarefa;Categoria;Decisão Final;Forneceu resposta pronta?;Apresentou uma questão inicial? (wonder);Apresentou contra exemplos para testar a validade da resposta dada? (elenchus);Conduziu apenas com perguntas?;As perguntas foram bem formuladas que incentivam a investigação?;As perguntas promovem pensamento crítico?;Comentários gerais;Média Final
juiz5.xlsx;Método socrático-deepSeek;21;Task 5.1;function;Insatisfatório;Sim;2;2;0;0;2;Fez perguntas e repondeu todas elas ao mesmo tempo, nem deu espaço para pensamento próprio. ;1,2
juiz5.xlsx;Método socrático-deepSeek;22;Task 5.2;function;Satisfatório;Não;5;5;4;4;4;Ensinou a fazer o exercício de duas formas diferentes sem dar a resposta direto, somente usando perguntas.;4,4
juiz5.xlsx;Método socrático-deepSeek;23;Task 5.3;function;Satisfatório;Sim;4;4;3;4;4;Fez muitas perguntas de uma vez, mas todas são condizentes com o contexto. ;3,8
juiz5.xlsx;Método socrático-deepSeek;24;Task 5.4;function;Satisfatório;Não;5;5;5;5;5;Perfeito, seguiu o modelo socrático e proveu ótimas pedagogia.;5
juiz5.xlsx;Método socrático-deepSeek;25;Task 5.5;function;Satisfatório;Sim;5;5;5;5;5;Não chegou nem perto de fornecer a resposta, um exemplo ideal de modelo socrático. ;5
juiz5.xlsx;Método socrático-gemini;1;Task 1.1;operadores;Satisfatório;Não;4;3;5;4;5;Exercicio inicial, guiou bem para uma simulaçao de um aluno que nao sabe nada ate o momento.;4,2
juiz5.xlsx;Método socrático-gemini;2;Task 1.2;operadores;Satisfatório;Não;4;4;5;4;5;ALgumas definiçoes foram fornecidas, mas creio que isso foi beneficial no contexto do exercicio.;4,4
juiz5.xlsx;Método socrático-gemini;3;Task 1.3;operadores;Insatisfatório;Não;3;2;4;2;4;Conduziu apenas por perguntas, mas fugiu completamente do problema.;3
juiz5.xlsx;Método socrático-gemini;4;Task 1.4;operadores;Insatisfatório;Não;3;2;4;2;3;Fugiu completamente do exercicio, nao permitindo o aluno voltar para a duvida principal, forçando o assunto sobre os basicos do funcionamento da linguagem.;2,8
juiz5.xlsx;Método socrático-gemini;5;Task 1.5;operadores;Parcialmente Satisfatório;Não;3;4;4;4;3;Quase fugiu do assunto principall, mas permitiu que o aluno focasse novamente.;3,6
juiz5.xlsx;Método socrático-gemini;6;Task 2.1;condição;Satisfatório;Não;4;3;3;4;4;"Comparado as anteriores, essa tentativa foi razoavelmente bem, mas falha bastante quando o aluno so responde ""i don't know"".";3,6
juiz5.xlsx;Método socrático-gemini;7;Task 2.2;condição;Satisfatório;Não;4;4;5;4;4;Considerou casos extremos e usou como perguntas para testar a soluçao do aluno.;4,2
juiz5.xlsx;Método socrático-gemini;8;Task 2.3;condição;Satisfatório;Não;4;4;4;4;3;Tem momentos que e mais apropriado explicar para o aluno que usar 50 perguntas que dariam no mesmo resultado.;3,8
juiz5.xlsx;Método socrático-gemini;9;Task 2.4;condição;Satisfatório;Não;4;5;5;4;4;Acabou tirando uma duvida enquanto fortaleceu o entendimento atraves de uma pergunta.;4,4
juiz5.xlsx;Método socrático-gemini;10;Task 2.5;condição;Satisfatório;Não;4;5;5;5;5;Ao ver uma teoria errada, fez o aluno testar a teoria em um caso a qual ela nao funcionaria, obrigando-o a ver seu erro.;4,8
juiz5.xlsx;Método socrático-gemini;11;Task 3.1;loops;Parcialmente Satisfatório;Não;3;4;4;5;4;Falhou em ver uma resposta errada.;4
juiz5.xlsx;Método socrático-gemini;12;Task 3.2;loops;Satisfatório;Não;4;5;4;4;3;Demorou para chegar na lógica do exercício em si, ficou muito tempo passando pelo básico.;4
juiz5.xlsx;Método socrático-gemini;13;Task 3.3;loops;Satisfatório;Não;4;4;5;4;5;Foi direto a lógica do exercício, sem perder tempo com assunto extremamente básico.;4,4
juiz5.xlsx;Método socrático-gemini;14;Task 3.4;loops;Satisfatório;Não;4;4;5;5;5;Tem um pouco de problemas com esse método se o usuário for extremamente teimoso e errado. Mas sabe guiar para um aluno capacitado.;4,6
juiz5.xlsx;Método socrático-gemini;15;Task 3.5;loops;Satisfatório;Não;4;5;5;5;3;"Soube questionar bem o aluno, único problema é que as vezes coloca uma resposta do problema em forma de pergunta, como: ""como se faz um loop? Seria com algo que se parece com for?""";4,4
juiz5.xlsx;Método socrático-gemini;16;Task 4.1;array;Satisfatório;Não;5;3;3;5;4;Teve que explicar bastante coisa em vez de só fazer perguntas, o que é esperado de um exercício intrudotório à um novo conceito.;4
juiz5.xlsx;Método socrático-gemini;17;Task 4.2;array;Satisfatório;Não;4;4;3;4;3;Há um padrão onde se faz uma pergunta e se o aluno não responde por completo, ele se responderá como se estivesse complementando o aluno.;3,6
juiz5.xlsx;Método socrático-gemini;18;Task 4.3;array;Satisfatório;Não;3;4;4;3;3;As perguntas não deixam aberto sobre o que é o problema, quase uma forma passiva agressiva de dizer que algo esta errado.;3,4
juiz5.xlsx;Método socrático-gemini;19;Task 4.4;array;Parcialmente Satisfatório;Não;4;2;3;2;2;Respondeu a própria pergunta após aluno errar, não deixando ele tentar de fato. ;2,6
juiz5.xlsx;Método socrático-gemini;20;Task 4.5;array;Satisfatório;Não;4;4;3;4;4;Se clarificado pelo aluno, pula diretamente para a parte que o aluno de fato não entende, em vez de enrolar nos básicos.;3,8
juiz5.xlsx;Método socrático-gemini;21;Task 5.1;function;Parcialmente Satisfatório;Não;4;5;2;4;3;Explicou muita coisa, o que é esperado de um exercício apresentando o conceito de funções, e fez perguntas que basicamente ja eram a resposta.;3,6
juiz5.xlsx;Método socrático-gemini;22;Task 5.2;function;Parcialmente Satisfatório;Não;3;4;4;4;3;Esqueceu completamente da parte que é uma função, não abordando argumentos, tipo de retorno, só acompanhou a parte interna do código e ficou satisfeito.;3,6
juiz5.xlsx;Método socrático-gemini;23;Task 5.3;function;Satisfatório;Não;3;4;4;4;4;Lidou bem com aluno insistindo em certa linha de pensamento, permitiu usuário pular parte desnecessária do básico de função. ;3,8
juiz5.xlsx;Método socrático-gemini;24;Task 5.4;function;Satisfatório;Não;4;5;4;5;4;Revisa bem a base do exercício sem ser muito óbvio nem repetitivo. ;4,4
juiz5.xlsx;Método socrático-gemini;25;Task 5.5;function;Satisfatório;Não;4;5;4;5;5;Fez ótimos contra argumentos. ;4,6
juiz6.xlsx;Método socrático-chatGPT;1;Task 1.1;operadores;Satisfatório;Não;5;5;5;5;5;Simples, mas seguiu como esperado, com perguntas curtas e diretas, sem código.;5
juiz6.xlsx;Método socrático-chatGPT;2;Task 1.2;operadores;Satisfatório;Não;5;5;5;5;5;Simples, mas seguiu como esperado, com perguntas curtas e diretas, sem código.;5
juiz6.xlsx;Método socrático-chatGPT;3;Task 1.3;operadores;Satisfatório;Não;3;5;5;5;5;Simples, mas seguiu como esperado, com perguntas curtas e diretas, sem código.;4,6
juiz6.xlsx;Método socrático-chatGPT;4;Task 1.4;operadores;Satisfatório;Não;3;5;5;5;5;Simples, mas seguiu como esperado, com perguntas curtas e diretas, sem código.;4,6
juiz6.xlsx;Método socrático-chatGPT;5;Task 1.5;operadores;Insatisfatório;Não;3;5;5;5;5;Errou em uma resposta (afirmou que 60 km/h é igual a 10 m/s);4,6
juiz6.xlsx;Método socrático-chatGPT;6;Task 2.1;condição;Satisfatório;Não;3;5;5;5;5;Simples, mas seguiu como esperado, com perguntas curtas e diretas, sem código.;4,6
juiz6.xlsx;Método socrático-chatGPT;7;Task 2.2;condição;Satisfatório;Não;3;5;5;5;5;Simples, mas seguiu como esperado, com perguntas curtas e diretas, sem código.;4,6
juiz6.xlsx;Método socrático-chatGPT;8;Task 2.3;condição;Satisfatório;Não;3;5;5;5;5;Simples, mas seguiu como esperado, com perguntas curtas e diretas, sem código.;4,6
juiz6.xlsx;Método socrático-chatGPT;9;Task 2.4;condição;Satisfatório;Não;3;5;5;5;5;Simples, mas seguiu como esperado, com perguntas curtas e diretas, sem código.;4,6
juiz6.xlsx;Método socrático-chatGPT;10;Task 2.5;condição;Satisfatório;Não;3;5;5;5;5;Simples, mas seguiu como esperado, com perguntas curtas e diretas, sem código.;4,6
juiz6.xlsx;Método socrático-chatGPT;11;Task 3.1;loops;Satisfatório;Não;3;5;5;5;5;Simples, mas seguiu como esperado, com perguntas curtas e diretas, sem código.;4,6
juiz6.xlsx;Método socrático-chatGPT;12;Task 3.2;loops;Satisfatório;Não;3;5;5;5;5;Simples, mas seguiu como esperado, com perguntas curtas e diretas, sem código.;4,6
juiz6.xlsx;Método socrático-chatGPT;13;Task 3.3;loops;Satisfatório;Não;3;5;5;5;5;Simples, mas seguiu como esperado, com perguntas curtas e diretas, sem código.;4,6
juiz6.xlsx;Método socrático-chatGPT;14;Task 3.4;loops;Insatisfatório;Não;3;5;5;5;5;Errou em uma resposta (afirmou que 6+4+2 = 10);4,6
juiz6.xlsx;Método socrático-chatGPT;15;Task 3.5;loops;Satisfatório;Não;3;5;5;5;5;Simples, mas seguiu como esperado, com perguntas curtas e diretas, sem código.;4,6
juiz6.xlsx;Método socrático-chatGPT;16;Task 4.1;array;Satisfatório;Não;3;5;5;5;5;Simples, mas seguiu como esperado, com perguntas curtas e diretas, sem código.;4,6
juiz6.xlsx;Método socrático-chatGPT;17;Task 4.2;array;Satisfatório;Não;3;5;5;5;5;Simples, mas seguiu como esperado, com perguntas curtas e diretas, sem código.;4,6
juiz6.xlsx;Método socrático-chatGPT;18;Task 4.3;array;Satisfatório;Não;3;5;5;5;5;Simples, mas seguiu como esperado, com perguntas curtas e diretas, sem código.;4,6
juiz6.xlsx;Método socrático-chatGPT;19;Task 4.4;array;Satisfatório;Não;3;5;5;5;5;Simples, mas seguiu como esperado, com perguntas curtas e diretas, sem código.;4,6
juiz6.xlsx;Método socrático-chatGPT;20;Task 4.5;array;Satisfatório;Não;3;5;5;5;5;Simples, mas seguiu como esperado, com perguntas curtas e diretas, sem código.;4,6
juiz6.xlsx;Método socrático-chatGPT;21;Task 5.1;function;Satisfatório;Não;3;5;5;5;5;Simples, mas seguiu como esperado, com perguntas curtas e diretas, sem código.;4,6
juiz6.xlsx;Método socrático-chatGPT;22;Task 5.2;function;Satisfatório;Não;3;5;5;5;5;Simples, mas seguiu como esperado, com perguntas curtas e diretas, sem código.;4,6
juiz6.xlsx;Método socrático-chatGPT;23;Task 5.3;function;Satisfatório;Não;3;5;5;5;5;Simples, mas seguiu como esperado, com perguntas curtas e diretas, sem código.;4,6
juiz6.xlsx;Método socrático-chatGPT;24;Task 5.4;function;Satisfatório;Não;3;5;5;5;5;Simples, mas seguiu como esperado, com perguntas curtas e diretas, sem código.;4,6
juiz6.xlsx;Método socrático-chatGPT;25;Task 5.5;function;Satisfatório;Não;3;5;5;5;5;Simples, mas seguiu como esperado, com perguntas curtas e diretas, sem código.;4,6
juiz6.xlsx;Método socrático-deepSeek;1;Task 1.1;operadores;Satisfatório;Não;4;0;5;5;4;Conduziu com perguntas e respostas, conforme requisitado.;3,6
juiz6.xlsx;Método socrático-deepSeek;2;Task 1.2;operadores;Satisfatório;Não;4;0;5;5;4;Conduziu com perguntas e respostas, conforme requisitado.;3,6
juiz6.xlsx;Método socrático-deepSeek;3;Task 1.3;operadores;Satisfatório;Não;4;0;5;5;4;Conduziu com perguntas e respostas, conforme requisitado.;3,6
juiz6.xlsx;Método socrático-deepSeek;4;Task 1.4;operadores;Satisfatório;Sim;4;0;5;5;4;Conduziu com perguntas e respostas, conforme requisitado.;3,6
juiz6.xlsx;Método socrático-deepSeek;5;Task 1.5;operadores;Parcialmente Satisfatório;Sim;5;0;3;5;4;Nesse mudou o comportamento, ficando mais parecido com os outros testes (analogias e exemplos);3,4
juiz6.xlsx;Método socrático-deepSeek;6;Task 2.1;condição;Satisfatório;Não;4;0;5;5;4;Conduziu com perguntas, mas bem detalhado, de forma a ficar várias interações somente nas primeiras instruções (scanf, printf);3,6
juiz6.xlsx;Método socrático-deepSeek;7;Task 2.2;condição;Satisfatório;Não;4;0;5;5;4;Nesse ficou mais preso ao conceito do exercício do que a cada linha.;3,6
juiz6.xlsx;Método socrático-deepSeek;8;Task 2.3;condição;Parcialmente Satisfatório;Sim;4;0;5;5;4;Conduziu com perguntas e respostas, conforme requisitado.;3,6
juiz6.xlsx;Método socrático-deepSeek;9;Task 2.4;condição;Parcialmente Satisfatório;Parcialmente;4;0;5;5;4;Conduziu com perguntas e respostas, conforme requisitado.;3,6
juiz6.xlsx;Método socrático-deepSeek;10;Task 2.5;condição;Satisfatório;Não;4;0;5;5;4;Conduziu com perguntas e respostas, conforme requisitado.;3,6
juiz6.xlsx;Método socrático-deepSeek;11;Task 3.1;loops;Satisfatório;Não;5;0;5;5;4;Conduziu com perguntas, mas bem detalhado, de forma a ficar várias interações somente nas primeiras instruções (scanf, printf);3,8
juiz6.xlsx;Método socrático-deepSeek;12;Task 3.2;loops;Satisfatório;Não;5;5;5;5;4;Conduziu com perguntas e respostas, conforme requisitado.;4,8
juiz6.xlsx;Método socrático-deepSeek;13;Task 3.3;loops;Parcialmente Satisfatório;Sim;5;0;5;5;4;Conduziu com perguntas e respostas, conforme requisitado.;3,8
juiz6.xlsx;Método socrático-deepSeek;14;Task 3.4;loops;Satisfatório;Não;5;5;5;5;4;Conduziu com perguntas e respostas, conforme requisitado.;4,8
juiz6.xlsx;Método socrático-deepSeek;15;Task 3.5;loops;Satisfatório;Não;5;0;5;5;4;Conduziu com perguntas e respostas, conforme requisitado.;3,8
juiz6.xlsx;Método socrático-deepSeek;16;Task 4.1;array;Satisfatório;Não;5;0;5;5;4;Conduziu com perguntas, mas bem detalhado, de forma a ficar várias interações somente no conceito de vetor.;3,8
juiz6.xlsx;Método socrático-deepSeek;17;Task 4.2;array;Satisfatório;Não;5;0;5;5;4;Conduziu com perguntas e respostas, conforme requisitado.;3,8
juiz6.xlsx;Método socrático-deepSeek;18;Task 4.3;array;Satisfatório;Não;5;0;5;5;4;Conduziu com perguntas e respostas, conforme requisitado.;3,8
juiz6.xlsx;Método socrático-deepSeek;19;Task 4.4;array;Satisfatório;Parcialmente;5;0;5;5;5;Conduziu com perguntas e respostas, conforme requisitado.;4
juiz6.xlsx;Método socrático-deepSeek;20;Task 4.5;array;Satisfatório;Sim;5;0;5;5;5;Conduziu com perguntas e respostas, conforme requisitado.;4
juiz6.xlsx;Método socrático-deepSeek;21;Task 5.1;function;Satisfatório;Parcialmente;5;0;5;5;4;Conduziu com perguntas e respostas, conforme requisitado.;3,8
juiz6.xlsx;Método socrático-deepSeek;22;Task 5.2;function;Satisfatório;Parcialmente;5;0;5;5;4;Conduziu com perguntas e respostas, conforme requisitado.;3,8
juiz6.xlsx;Método socrático-deepSeek;23;Task 5.3;function;Satisfatório;Não;4;5;5;5;4;Conduziu com perguntas e respostas, conforme requisitado.;4,6
juiz6.xlsx;Método socrático-deepSeek;24;Task 5.4;function;Satisfatório;Não;4;0;5;5;4;Conduziu com perguntas e respostas, conforme requisitado.;3,6
juiz6.xlsx;Método socrático-deepSeek;25;Task 5.5;function;Satisfatório;Não;5;0;5;5;5;Conduziu com perguntas e respostas, conforme requisitado.;4
juiz6.xlsx;Método socrático-gemini;1;Task 1.1;operadores;Satisfatório;Não;3;5;5;5;5;Conduziu com perguntas e respostas, conforme requisitado.;4,6
juiz6.xlsx;Método socrático-gemini;2;Task 1.2;operadores;Satisfatório;Não;3;5;5;5;5;Conduziu com perguntas e respostas, conforme requisitado.;4,6
juiz6.xlsx;Método socrático-gemini;3;Task 1.3;operadores;Satisfatório;Não;3;5;5;5;5;Conduziu com perguntas e respostas, conforme requisitado.;4,6
juiz6.xlsx;Método socrático-gemini;4;Task 1.4;operadores;Satisfatório;Não;3;5;5;5;5;Conduziu com perguntas e respostas, conforme requisitado.;4,6
juiz6.xlsx;Método socrático-gemini;5;Task 1.5;operadores;Satisfatório;Não;3;5;5;5;5;Conduziu com perguntas e respostas, conforme requisitado.;4,6
juiz6.xlsx;Método socrático-gemini;6;Task 2.1;condição;Insatisfatório;Sim;3;5;5;5;5;Conduziu com perguntas e respostas, conforme requisitado.;4,6
juiz6.xlsx;Método socrático-gemini;7;Task 2.2;condição;Satisfatório;Não;3;5;5;5;5;Conduziu com perguntas e respostas, conforme requisitado.;4,6
juiz6.xlsx;Método socrático-gemini;8;Task 2.3;condição;Satisfatório;Não;3;5;5;5;5;Conduziu com perguntas e respostas, conforme requisitado.;4,6
juiz6.xlsx;Método socrático-gemini;9;Task 2.4;condição;Satisfatório;Não;3;5;5;5;5;Conduziu com perguntas e respostas, conforme requisitado.;4,6
juiz6.xlsx;Método socrático-gemini;10;Task 2.5;condição;Satisfatório;Não;3;5;5;5;5;Conduziu com perguntas e respostas, conforme requisitado.;4,6
juiz6.xlsx;Método socrático-gemini;11;Task 3.1;loops;Satisfatório;Não;3;5;5;5;5;Conduziu com perguntas e respostas, conforme requisitado.;4,6
juiz6.xlsx;Método socrático-gemini;12;Task 3.2;loops;Satisfatório;Não;3;5;5;5;5;Conduziu com perguntas e respostas, conforme requisitado.;4,6
juiz6.xlsx;Método socrático-gemini;13;Task 3.3;loops;Satisfatório;Não;3;5;5;5;5;Conduziu com perguntas e respostas, conforme requisitado.;4,6
juiz6.xlsx;Método socrático-gemini;14;Task 3.4;loops;Satisfatório;Não;3;5;5;5;5;Conduziu com perguntas e respostas, conforme requisitado.;4,6
juiz6.xlsx;Método socrático-gemini;15;Task 3.5;loops;Satisfatório;Não;3;5;5;5;5;Conduziu com perguntas e respostas, conforme requisitado.;4,6
juiz6.xlsx;Método socrático-gemini;16;Task 4.1;array;Satisfatório;Não;3;5;5;5;5;Conduziu com perguntas e respostas, conforme requisitado.;4,6
juiz6.xlsx;Método socrático-gemini;17;Task 4.2;array;Satisfatório;Não;3;5;5;5;5;Conduziu com perguntas e respostas, conforme requisitado.;4,6
juiz6.xlsx;Método socrático-gemini;18;Task 4.3;array;Satisfatório;Não;3;5;5;5;5;Conduziu com perguntas e respostas, conforme requisitado.;4,6
juiz6.xlsx;Método socrático-gemini;19;Task 4.4;array;Satisfatório;Não;3;5;5;5;5;Conduziu com perguntas e respostas, conforme requisitado.;4,6
juiz6.xlsx;Método socrático-gemini;20;Task 4.5;array;Satisfatório;Não;3;5;5;5;5;Conduziu com perguntas e respostas, conforme requisitado.;4,6
juiz6.xlsx;Método socrático-gemini;21;Task 5.1;function;Satisfatório;Não;3;5;5;5;5;Conduziu com perguntas e respostas, conforme requisitado.;4,6
juiz6.xlsx;Método socrático-gemini;22;Task 5.2;function;Satisfatório;Não;3;5;5;5;5;Conduziu com perguntas e respostas, conforme requisitado.;4,6
juiz6.xlsx;Método socrático-gemini;23;Task 5.3;function;Satisfatório;Não;3;5;5;5;5;Conduziu com perguntas e respostas, conforme requisitado.;4,6
juiz6.xlsx;Método socrático-gemini;24;Task 5.4;function;Satisfatório;Não;3;5;5;5;5;Conduziu com perguntas e respostas, conforme requisitado.;4,6
juiz6.xlsx;Método socrático-gemini;25;Task 5.5;function;Satisfatório;Não;3;5;5;5;5;Conduziu com perguntas e respostas, conforme requisitado.;4,6
