juiz1.xlsx;Comportamento-modelo;Column3;Tarefa;Categoria;Decisão Final;Forneceu resposta pronta?;Relevantes?;Corretos?;São suficientemente detalhados?;São variados?;Conecta conceitos abstratos e concretos?;Comentários gerais;Média Final
juiz5.xlsx;Exemplos-deepSeek;25;Task 5.5;function;Satisfatório;Sim;4;5;5;4;4;Explica funções com uma ótima analogia, além de misturar conceitos matemáticos e computacionais para gerar uma explicação apropriada para certa prática.;4,4
juiz5.xlsx;Exemplos-gemini;1;Task 1.1;operadores;Satisfatório;Não;5;5;5;4;4;Muito bom,vários exemplos e boas explicações, principalmente para um nível inicial de programação;4,6
juiz5.xlsx;Exemplos-gemini;2;Task 1.2;operadores;Satisfatório;Não;4;5;4;3;4;Não focou tanto em exemplos, fez mais perguntas que me guiam à resposta certa;4
juiz5.xlsx;Exemplos-gemini;3;Task 1.3;operadores;Parcialmente Satisfatório;Não;2;4;3;3;4;ficou um pouco preso em explicar uma lógica a qual não devia mais ser o foco;3,2
juiz5.xlsx;Exemplos-gemini;4;Task 1.4;operadores;Satisfatório;Sim;5;5;5;4;4;Focou bem em teoria e corrigiu erros sem dar a resposta de imediato. ;4,6
juiz5.xlsx;Exemplos-gemini;5;Task 1.5;operadores;Satisfatório;Não;5;5;4;4;5;Padrão percebido: só explica afundo se pedido. Guia por método socrático pela maior parte do tempo,mas quando o usuário não sabe responder, ele usa exemplos;4,6
juiz5.xlsx;Exemplos-gemini;6;Task 2.1;condição;Parcialmente Satisfatório;Não;4;5;4;3;4;Usou poucos exemplos, aderiu mais por explicações do que de fato exemplos.;4
juiz5.xlsx;Exemplos-gemini;7;Task 2.2;condição;Parcialmente Satisfatório;Não;4;5;4;3;4;Explicação boa, mas não esta guiando por exemplos.;4
juiz5.xlsx;Exemplos-gemini;8;Task 2.3;condição;Satisfatório;Não;5;5;4;4;4;Só fornece exemplos como reopsta a algo errado ou dúvida.;4,4
juiz5.xlsx;Exemplos-gemini;9;Task 2.4;condição;Parcialmente Satisfatório;Não;5;5;4;4;5;Parece uma mistura de todos os modelos de ensino, exemplos + explicaçõs + socrático, o prompt inicial não aparenta estar fazendo muita diferença.;4,6
juiz5.xlsx;Exemplos-gemini;10;Task 2.5;condição;Parcialmente Satisfatório;Não;3;5;3;1;5;Seguiu a risca o modelo socrático sendo que claramente foi dito para usar exemplos.;3,4
juiz5.xlsx;Exemplos-gemini;11;Task 3.1;loops;Parcialmente Satisfatório;Não;4;5;3;3;5;Exemplos iniciais nao foram detalhados o suficiente, so foram elaborados quando usuario apresentou confusao. Novamente, pouquissimos exemplos, modelo socratico predomina.;4
juiz5.xlsx;Exemplos-gemini;12;Task 3.2;loops;Parcialmente Satisfatório;Não;4;5;2;2;4;Nem sequer um unico exemplo, no maximo uma demonstracao teorica da estrutura de uma funcao.;3,4
juiz5.xlsx;Exemplos-gemini;13;Task 3.3;loops;Parcialmente Satisfatório;Não;3;3;4;3;5;Seguiu o modelo de analogias dessa vez, praticamente sem fornecer um unico exempo pratico, alem de tentar ensinar pela logica mais complexa e ineficiente.;3,6
juiz5.xlsx;Exemplos-gemini;14;Task 3.4;loops;Satisfatório;Não;5;5;4;4;5;Explicou bem a logica com exemplos. ;4,6
juiz5.xlsx;Exemplos-gemini;15;Task 3.5;loops;Parcialmente Satisfatório;Não;3;4;2;4;4;Usou uma analogia bem grande para explicar algo em vez de um simples exemplo pratico, foi compreensivel mas diria que nao foi uma boa estrategia;3,4
juiz5.xlsx;Exemplos-gemini;16;Task 4.1;array;Parcialmente Satisfatório;Não;4;3;5;4;5;"Otimo exemplo de ensino por exemplos, perfeito nesse aspecto, mas falha em ensinar o conceito de arrays, permitindo o usuario usar a pessima opcao de usar 6 variaveis em vez de simplesmente dizer ""existe uma forma melhor de fazer isso"".";4,2
juiz5.xlsx;Exemplos-gemini;17;Task 4.2;array;Satisfatório;Não;5;5;4;5;5;Usou varios exemplos para fazer questao que o usuario entende os conceitos principais do problema.;4,8
juiz5.xlsx;Exemplos-gemini;18;Task 4.3;array;Parcialmente Satisfatório;Não;4;5;4;2;3;Modelo socratico. Nem houve tentativa de exemplos.;3,6
juiz5.xlsx;Exemplos-gemini;19;Task 4.4;array;Parcialmente Satisfatório;Não;4;5;3;3;4;Um pouco de exemplos, mas todos os exemplos foram usados para complementar o modelo socratico.;3,8
juiz5.xlsx;Exemplos-gemini;20;Task 4.5;array;Parcialmente Satisfatório;Não;4;5;3;2;3;Fez novamente uma mistura de socratico com exemplos, mas na situaçao apresentada em que o aluno tinha duvida, um exemplo direto teria sido mais efetivo. ;3,4
juiz5.xlsx;Exemplos-gemini;21;Task 5.1;function;Satisfatório;Não;5;5;4;4;5;Otimo caso de uso do modelo de exemplos, ainda mais quando se trata de introduzir funcoes.;4,6
juiz5.xlsx;Exemplos-gemini;22;Task 5.2;function;Satisfatório;Não;5;5;5;5;5;Caso quase perferito do modelo de exemplos.;5
juiz5.xlsx;Exemplos-gemini;23;Task 5.3;function;Parcialmente Satisfatório;Não;4;5;3;3;4;Pode-se dizer que usa exemplos, mas foram menos presentes que explicacoes diretas. ;3,8
juiz5.xlsx;Exemplos-gemini;24;Task 5.4;function;Parcialmente Satisfatório;Não;4;5;2;3;3;Somente explicacoes concisas, zero exemplos. ;3,4
juiz5.xlsx;Exemplos-gemini;25;Task 5.5;function;Parcialmente Satisfatório;Não;4;5;4;2;4;Nao pareceu seguir nenhum modelo em particular, so explicou o problema de forma concisa.;3,8
juiz6.xlsx;Exemplos-chatGPT;1;Task 1.1;operadores;Satisfatório;Não;5;5;5;3;0;Satisfatório, apresentou exemplos dentro do contexto. Ficou bem detalhista no I/O.;3,6
juiz6.xlsx;Exemplos-chatGPT;2;Task 1.2;operadores;Parcialmente Satisfatório;Sim;5;5;5;3;0;Satisfatório, apresentou exemplos dentro do contexto. Ficou bem detalhista no I/O.;3,6
juiz6.xlsx;Exemplos-chatGPT;3;Task 1.3;operadores;Parcialmente Satisfatório;Sim;5;5;5;3;0;Satisfatório, apresentou exemplos dentro do contexto. Ficou bem detalhista no I/O.;3,6
juiz6.xlsx;Exemplos-chatGPT;4;Task 1.4;operadores;Satisfatório;Não;5;5;5;0;0;Satisfatório, apresentou exemplos dentro do contexto. Ficou bem detalhista no I/O.;3
juiz6.xlsx;Exemplos-chatGPT;5;Task 1.5;operadores;Satisfatório;Não;5;5;5;0;0;Satisfatório, apresentou exemplos dentro do contexto. Ficou bem detalhista no I/O.;3
juiz6.xlsx;Exemplos-chatGPT;6;Task 2.1;condição;Satisfatório;Não;5;5;5;0;0;Satisfatório, apresentou exemplos dentro do contexto. Ficou bem detalhista no I/O.;3
juiz6.xlsx;Exemplos-chatGPT;7;Task 2.2;condição;Satisfatório;Não;5;5;5;0;0;Satisfatório, apresentou exemplos dentro do contexto. Ficou bem detalhista no conceito de par e ímpar.;3
juiz6.xlsx;Exemplos-chatGPT;8;Task 2.3;condição;Satisfatório;Parcialmente;5;5;5;2;0;Satisfatório, apresentou exemplos dentro do contexto.;3,4
juiz6.xlsx;Exemplos-chatGPT;9;Task 2.4;condição;Satisfatório;Não;5;5;5;4;0;Satisfatório, apresentou exemplos dentro do contexto.;3,8
juiz6.xlsx;Exemplos-chatGPT;10;Task 2.5;condição;Satisfatório;Não;5;5;5;0;0;Satisfatório, apresentou exemplos dentro do contexto.;3
juiz6.xlsx;Exemplos-chatGPT;11;Task 3.1;loops;Satisfatório;Não;5;5;5;2;5;Satisfatório, apresentou exemplos dentro do contexto.;4,4
juiz6.xlsx;Exemplos-chatGPT;12;Task 3.2;loops;Parcialmente Satisfatório;Sim;5;5;5;2;0;Satisfatório, apresentou exemplos dentro do contexto.;3,4
juiz6.xlsx;Exemplos-chatGPT;13;Task 3.3;loops;Satisfatório;Não;5;5;5;2;0;Satisfatório, apresentou exemplos dentro do contexto. Ficou bem detalhista no conceito de par e ímpar.;3,4
juiz6.xlsx;Exemplos-chatGPT;14;Task 3.4;loops;Satisfatório;Não;5;5;5;2;0;Satisfatório, apresentou exemplos dentro do contexto. Ficou bem detalhista no conceito número primo.;3,4
juiz6.xlsx;Exemplos-chatGPT;15;Task 3.5;loops;Satisfatório;Não;5;5;5;2;0;Satisfatório, apresentou exemplos dentro do contexto. Ficou bem detalhista no conceito de loop.;3,4
juiz6.xlsx;Exemplos-chatGPT;16;Task 4.1;array;Satisfatório;Não;5;5;5;4;0;Satisfatório, apresentou exemplos dentro do contexto.;3,8
juiz6.xlsx;Exemplos-chatGPT;17;Task 4.2;array;Parcialmente Satisfatório;Sim;5;5;5;2;0;Satisfatório, apresentou exemplos dentro do contexto.;3,4
juiz6.xlsx;Exemplos-chatGPT;18;Task 4.3;array;Parcialmente Satisfatório;Sim;5;5;5;2;0;Satisfatório, apresentou exemplos dentro do contexto.;3,4
juiz6.xlsx;Exemplos-chatGPT;19;Task 4.4;array;Satisfatório;Não;5;5;5;3;0;Satisfatório, apresentou exemplos dentro do contexto. Ficou bem detalhista no conceito de loop e matriz.;3,6
juiz6.xlsx;Exemplos-chatGPT;20;Task 4.5;array;Satisfatório;Não;5;5;5;2;0;Satisfatório, apresentou exemplos dentro do contexto.;3,4
juiz6.xlsx;Exemplos-chatGPT;21;Task 5.1;function;Satisfatório;Parcialmente;5;5;5;2;0;Satisfatório, apresentou exemplos dentro do contexto.;3,4
juiz6.xlsx;Exemplos-chatGPT;22;Task 5.2;function;Satisfatório;Não;5;5;5;2;0;Satisfatório, apresentou exemplos dentro do contexto.;3,4
juiz6.xlsx;Exemplos-chatGPT;23;Task 5.3;function;Satisfatório;Parcialmente;5;5;5;2;0;Satisfatório, apresentou exemplos dentro do contexto.;3,4
juiz6.xlsx;Exemplos-chatGPT;24;Task 5.4;function;Parcialmente Satisfatório;Sim;5;5;5;2;0;Satisfatório, apresentou exemplos dentro do contexto.;3,4
juiz6.xlsx;Exemplos-chatGPT;25;Task 5.5;function;Satisfatório;Não;5;5;5;2;0;Satisfatório, apresentou exemplos dentro do contexto.;3,4
juiz6.xlsx;Exemplos-deepSeek;1;Task 1.1;operadores;Parcialmente Satisfatório;Sim;5;5;5;5;5;As explicações e os exemplos foram bons, mas o LLM apresentou o código final.;5
juiz6.xlsx;Exemplos-deepSeek;2;Task 1.2;operadores;Parcialmente Satisfatório;Sim;5;5;5;5;5;As explicações e os exemplos foram bons, e, neste exercício, apresentou o código pronto. Após questioná-lo, dizendo que não havia entendido, o LLM começou a gerar exemplos melhores, considerando conceitos concretos (apresentou a divisão de um pizza para um número de pessoas).;5
juiz6.xlsx;Exemplos-deepSeek;3;Task 1.3;operadores;Parcialmente Satisfatório;Sim;5;5;5;3;4;Explicações boa, mas entrega o código completo.;4,4
juiz6.xlsx;Exemplos-deepSeek;4;Task 1.4;operadores;Insatisfatório;Sim;5;0;5;0;5;Não variou os exemplos, e apresentou o código correto. Entretanto, após eu afirmar de forma propositalmente errada que o valor de dólares poderia ser int, o LLM assumiu como verdade e seguiu até o fim usando int para esse valor, mesmo que multiplicando pela taxa que era float. Por isso, marquei como insatisfatório.;3
juiz6.xlsx;Exemplos-deepSeek;5;Task 1.5;operadores;Parcialmente Satisfatório;Sim;5;5;5;5;5;Após questionamentos, começou a variar exemplos com alguns concretos.;5
juiz6.xlsx;Exemplos-deepSeek;6;Task 2.1;condição;Parcialmente Satisfatório;Sim;5;5;5;2;2;Boas explicações, inclusive conforme é questionado, porém apresenta o código completo.;3,8
juiz6.xlsx;Exemplos-deepSeek;7;Task 2.2;condição;Parcialmente Satisfatório;Sim;5;5;5;4;2;Boas explicações, inclusive conforme é questionado, porém apresenta o código completo.;4,2
juiz6.xlsx;Exemplos-deepSeek;8;Task 2.3;condição;Satisfatório;Parcialmente;5;5;4;1;1;Boas explicações e não forneceu o código completo do exercício, mas forneceu alguns completos que não fazem tudo que o exercício pedia. Não apresentou exemplos com elementos concretos, mas não seria trivial neste contexto.;3,2
juiz6.xlsx;Exemplos-deepSeek;9;Task 2.4;condição;Parcialmente Satisfatório;Sim;5;5;5;4;4;Após vários questionamentos, apresentou um bom exemplo variado e conectando conceitos abstratos e concretos.;4,6
juiz6.xlsx;Exemplos-deepSeek;10;Task 2.5;condição;Parcialmente Satisfatório;Sim;5;5;5;2;4;Após algumas interações, o código completo foi apresentado como um exemplo.;4,2
juiz6.xlsx;Exemplos-deepSeek;11;Task 3.1;loops;Parcialmente Satisfatório;Sim;5;5;5;0;2;Após algumas interações, o código completo foi apresentado como um exemplo.;3,4
juiz6.xlsx;Exemplos-deepSeek;12;Task 3.2;loops;Parcialmente Satisfatório;Sim;5;5;5;3;0;"Neste teste, o DeepSeek se comportou diferente: foram apresentadas as explicações e apresentadas dicas, como se fossem anotações, para  o usuário, como se esse fosse apresentar o que estava no texto para estudantes. Por exemplo: ""Qual o próximo valor ímpar depois de 3? (se o aluno responder 5, continue, se não reforce o conceito de para/ímpar""). Fez isso o teste todo e, nessa, apresentava as respostas esperadas.";3,6
juiz6.xlsx;Exemplos-deepSeek;13;Task 3.3;loops;Parcialmente Satisfatório;Sim;5;5;5;5;5;Neste teste, após vários questionamentos, o LLM começou a apresentar exemplos diversificados.;5
juiz6.xlsx;Exemplos-deepSeek;14;Task 3.4;loops;Parcialmente Satisfatório;Sim;5;5;5;5;5;Neste teste, após vários questionamentos, o LLM começou a apresentar exemplos diversificados.;5
juiz6.xlsx;Exemplos-deepSeek;15;Task 3.5;loops;Parcialmente Satisfatório;Sim;5;5;5;3;2;Apresentou o código, e deu exemplos parecidos, apesar de bons.;4
juiz6.xlsx;Exemplos-deepSeek;16;Task 4.1;array;Parcialmente Satisfatório;Sim;5;5;5;5;5;Apresentou o código e exemplos variados.;5
juiz6.xlsx;Exemplos-deepSeek;17;Task 4.2;array;Parcialmente Satisfatório;Sim;5;5;5;5;5;Apresentou o código inteiro logo na 1a interação. Dessa vez usou perguntas e respostas para explicar. Depois de algumas interações, começou a dar exemplos da vida real para explicar;5
juiz6.xlsx;Exemplos-deepSeek;18;Task 4.3;array;Parcialmente Satisfatório;Sim;5;5;5;5;3;Criou um diálogo que entre professor e estudante, ele mesmo. Ficou estranho.;4,6
juiz6.xlsx;Exemplos-deepSeek;19;Task 4.4;array;Parcialmente Satisfatório;Sim;5;5;4;5;4;Depois de interações, começam exemplos.;4,6
juiz6.xlsx;Exemplos-deepSeek;20;Task 4.5;array;Parcialmente Satisfatório;Sim;5;3;5;3;2;Apresentou exemplo errado e corrigiu em sequência.;3,6
juiz6.xlsx;Exemplos-deepSeek;21;Task 5.1;function;Parcialmente Satisfatório;Sim;5;5;5;4;4;Mesmo padrão...;4,6
juiz6.xlsx;Exemplos-deepSeek;22;Task 5.2;function;Satisfatório;Não;5;5;5;5;4;Não apresentou o exemplo completo.;4,8
juiz6.xlsx;Exemplos-deepSeek;23;Task 5.3;function;Parcialmente Satisfatório;Sim;5;5;3;3;3;Não deu exemplos reais.;3,8
juiz6.xlsx;Exemplos-deepSeek;24;Task 5.4;function;Parcialmente Satisfatório;Sim;5;5;5;3;2;Fez o diálogo, e usou ponteiros em alguns trechos.;4
juiz6.xlsx;Exemplos-deepSeek;25;Task 5.5;function;Parcialmente Satisfatório;Sim;5;5;5;1;3;Fez diálogo nas primeiras interações;3,8
juiz6.xlsx;Exemplos-gemini;1;Task 1.1;operadores;Satisfatório;Não;5;5;5;0;0;Conduziu com perguntas, mas ficou bem no início (printf, scanf);3
juiz6.xlsx;Exemplos-gemini;2;Task 1.2;operadores;Satisfatório;Não;5;5;5;3;4;Conduziu com exemplos.;4,4
juiz6.xlsx;Exemplos-gemini;3;Task 1.3;operadores;Satisfatório;Não;5;5;5;0;0;Conduziu com exemplos.;3
juiz6.xlsx;Exemplos-gemini;4;Task 1.4;operadores;Satisfatório;Não;5;5;5;0;0;Conduziu com exemplos.;3
juiz6.xlsx;Exemplos-gemini;5;Task 1.5;operadores;Satisfatório;Não;5;5;5;3;5;Conduziu com exemplos.;4,6
juiz6.xlsx;Exemplos-gemini;6;Task 2.1;condição;Satisfatório;Não;5;5;5;0;0;Conduziu com perguntas, mas ficou bem no início (printf, scanf);3
juiz6.xlsx;Exemplos-gemini;7;Task 2.2;condição;Satisfatório;Não;5;5;5;4;5;Conduziu com exemplos.;4,8
juiz6.xlsx;Exemplos-gemini;8;Task 2.3;condição;Satisfatório;Não;5;5;5;0;0;Conduziu com perguntas, mas ficou bem no início (printf, scanf);3
juiz6.xlsx;Exemplos-gemini;9;Task 2.4;condição;Parcialmente Satisfatório;Não;5;2;5;0;0;Se perdeu em algumas respostas em relação ao que foi inserido.;2,4
juiz6.xlsx;Exemplos-gemini;10;Task 2.5;condição;Satisfatório;Não;5;0;5;0;4;Conduziu com exemplos.;2,8
juiz6.xlsx;Exemplos-gemini;11;Task 3.1;loops;Satisfatório;Não;5;5;5;3;5;Conduziu com exemplos.;4,6
juiz6.xlsx;Exemplos-gemini;12;Task 3.2;loops;Satisfatório;Não;5;5;5;0;4;Conduziu com perguntas, mas ficou bem no início (printf, scanf);3,8
juiz6.xlsx;Exemplos-gemini;13;Task 3.3;loops;Satisfatório;Não;5;5;5;0;4;Conduziu com perguntas, mas ficou bem no início (printf, scanf);3,8
juiz6.xlsx;Exemplos-gemini;14;Task 3.4;loops;Satisfatório;Não;5;5;5;0;5;Conduziu com perguntas, mas ficou no conceito de número primo;4
juiz6.xlsx;Exemplos-gemini;15;Task 3.5;loops;Satisfatório;Não;5;5;5;0;4;Conduziu com exemplos.;3,8
juiz6.xlsx;Exemplos-gemini;16;Task 4.1;array;Satisfatório;Não;5;5;5;0;4;Conduziu com perguntas, mas ficou bem no início (printf, scanf);3,8
juiz6.xlsx;Exemplos-gemini;17;Task 4.2;array;Satisfatório;Não;5;5;5;3;4;Conduziu com perguntas, mas ficou bem no início (printf, scanf);4,4
juiz6.xlsx;Exemplos-gemini;18;Task 4.3;array;Satisfatório;Não;5;5;5;0;0;Conduziu com perguntas, mas ficou no conceito de vetor.;3
juiz6.xlsx;Exemplos-gemini;19;Task 4.4;array;Satisfatório;Não;5;5;5;3;3;Conduziu com perguntas, mas ficou no conceito de vetor.;4,2
juiz6.xlsx;Exemplos-gemini;20;Task 4.5;array;Satisfatório;Parcialmente;5;5;5;0;0;Conduziu com perguntas, mas ficou no conceito de matriz.;3
juiz6.xlsx;Exemplos-gemini;21;Task 5.1;function;Parcialmente Satisfatório;Não;5;0;5;0;0;Indicou como correta a sugestão de usar int para largura, altura, área, dizendo que é tipo correto para essas medidas.;2
juiz6.xlsx;Exemplos-gemini;22;Task 5.2;function;Satisfatório;Não;5;5;5;0;0;Conduziu com exemplos.;3
juiz6.xlsx;Exemplos-gemini;23;Task 5.3;function;Satisfatório;Não;5;5;5;0;0;Conduziu com exemplos.;3
juiz6.xlsx;Exemplos-gemini;24;Task 5.4;function;Satisfatório;Não;5;5;5;0;0;Conduziu com exemplos, mas ficou no conceito de strings;3
juiz6.xlsx;Exemplos-gemini;25;Task 5.5;function;Satisfatório;Não;5;5;5;0;0;Conduziu com exemplos.;3

